id,output_front,output_back,xsize,ysize,category,scene_back,scene_front,cardframe_back,cardframe_front,graphic1,graphic2,animation,frames,fps,start_frame,name,body,hair,hair2,body_id,face,leg,silkpattern,silkcol1,silkcol2,sire_id,dam_id,breeder,trainer,description,life,lifewin,liferec,lifedollar,year1,year1title,year2,year2title,year3,year3title,year4,year4title,colour_text,_id,bucket,owner_id,user_horse_id,orig_ghuid,gen,texture_id,face_mark_id,leg_mark_id,trainer_id,gender,age,energy,happiness,conditioning,grade,bloodline,race_tokens,skill_points,train_points,min_speed,norm_speed,inc_speed,over_inc_speed,tpoints_speed,min_stamina,norm_stamina,inc_stamina,over_inc_stamina,tpoints_stamina,min_acceleration,norm_acceleration,inc_acceleration,over_inc_acceleration,tpoints_acceleration,skill_first_out,skill_front,skill_rail,skill_breezing,skill_working,skill_drafting,skill_turning,skill_dueling,skill_overtaking,skill_final_kick,skill_closing,speed_traits,stamina_traits,acceleration_traits,sire_ghuid,dam_ghuid,trait_small_size,trait_avg_size,trait_big_size,trait_colossus_size,trait_high_stride,trait_pony_strider,trait_silky_stride,trait_long_strider,trait_rip_quarters,trait_muscular,trait_athletic_build,trait_plenty_of_bone,trait_turf_lover,trait_dirt_digger,trait_comp_driver,trait_turner,trait_comf_runner,trait_quick_speed,trait_sprinter,trait_miler,trait_marathoner,trait_muddy_runner,trait_nice_and_hot,trait_cold_killer,trait_wet_winner,trait_leader,trait_hunter,trait_del_motivation,trait_starter,trait_jockeying,trait_finisher,trait_learner,locus_ext,locus_gray,locus_kit,train_user_xp_reward,overtrain_user_xp_reward,train_user_coins_cost,train_user_ices_cost,train_horse_energy_cost,train_horse_conditioning_gain,train_horse_happiness_gain,train_horse_happiness_drop,train_points_pool,train_points_free_pool,train_points_coins_pool,train_points_ices_pool,train_point_free_cooldown,train_point_coins_cooldown,train_point_ices_cooldown,energy_repl_interval,energy_repl_amount,feeding_cooldown,caring_cooldown,tiredness_cooldown,tiredness_horse_happiness_drop,skill_points_pool,race_tokens_pool,nft_token_id
101240,101240.mp4,101240b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0240,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStripe_02.png,hrs_horseLegMarking_02.png,Grade1-Frame.png,FFFFFF,FFFFFF,28606464005,28606726149,,,,,,,,,,,,,,,,Chestnut,101240,20,0,0,0,1,68,2,1,19,1,0,100,100,100,1,2,3,0,300,59,70,3,0.30,0,71,81,3,0.30,0,63,70,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726670,9316434,11704727,28606464005,28606726149,28,85,22,1,5,56,59,27,25,81,26,4,65,37,55,53,49,49,24,27,66,52,56,41,54,53,48,41,54,43,56,51,10,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101241,101241.mp4,101241b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TKickback,265,25,1,OC-A1-0241,hrs_bodyDarkBeacon_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,69,hrs_headMarkingStripe_01.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,26520846341,26521108485,,,,,,,,,,,,,,,,Dark Bay,101241,20,0,0,0,1,69,1,4,5,1,0,100,100,100,1,2,3,0,300,72,76,3,0.30,0,59,67,3,0.30,0,72,76,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726735,9058259,11704791,26520846341,26521108485,11,64,49,20,32,90,15,0,11,64,49,20,26,63,40,44,51,43,67,33,33,46,48,51,43,43,44,52,41,52,49,52,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101242,101242.mp4,101242b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0242,hrs_bodyBlack_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,66,hrs_headMarkingStripe_01.png,hrs_horseLegMarking_02.png,Grade1-Frame.png,FFFFFF,FFFFFF,26533953541,26524778501,,,,,,,,,,,,,,,,Black,101242,20,0,0,0,1,66,1,1,24,0,0,100,100,100,1,2,3,0,300,61,67,3,0.30,0,69,79,3,0.30,0,57,71,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7198286,9058386,10930710,26533953541,26524778501,30,88,17,0,9,61,53,22,28,85,22,1,65,31,50,52,51,46,25,23,67,47,38,39,49,45,47,42,49,46,49,43,0,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101243,101243.mp4,101243b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0243,hrs_bodyGreyDappled_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,70,hrs_headMarkingStripe_05.png,hrs_horseLegMarking_07.png,Grade1-Frame.png,FFFFFF,FFFFFF,28604891141,28605153285,,,,,,,,,,,,,,,,Dappled Grey,101243,20,0,0,0,1,70,5,5,18,0,0,100,100,100,1,2,3,0,300,60,73,3,0.30,0,76,82,3,0.30,0,60,73,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726670,9590866,11188630,28604891141,28605153285,23,79,29,7,0,50,67,32,23,79,29,7,71,32,44,50,49,52,28,28,63,56,42,41,51,45,47,42,47,42,51,42,1,1,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101244,101244.mp4,101244b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0244,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStar_01.png,hrs_horseLegMarking_06.png,Grade1-Frame.png,FFFFFF,FFFFFF,2854486021,2854748165,,,,,,,,,,,,,,,,Chestnut,101244,20,0,0,0,1,68,6,2,5,0,0,100,100,100,1,2,3,0,300,75,82,3,0.30,0,64,76,3,0.30,0,73,85,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7464526,9844692,11442584,2854486021,2854748165,1,51,66,32,16,70,40,14,0,48,70,35,82,33,59,52,47,59,72,34,29,55,57,55,58,51,48,60,60,56,58,58,10,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101245,101245.mp4,101245b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0245,hrs_bodyBlack_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,66,hrs_headMarkingStripe_07.png,hrs_horseLegMarking_06.png,Grade1-Frame.png,FFFFFF,FFFFFF,28602793989,28603056133,,,,,,,,,,,,,,,,Black,101245,20,0,0,0,1,66,7,2,20,1,0,100,100,100,1,2,3,0,300,64,76,3,0.30,0,74,84,3,0.30,0,62,75,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984718,9582674,11180437,28602793989,28603056133,16,70,40,14,0,49,69,34,19,74,36,11,77,28,58,46,50,50,39,28,82,48,59,59,46,49,59,46,47,52,55,50,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101246,101246.mp4,101246b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TKickback,265,25,1,OC-A1-0246,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStar_06.png,hrs_horseLegMarking_01.png,Grade1-Frame.png,FFFFFF,FFFFFF,28878045189,28887744517,,,,,,,,,,,,,,,,Chestnut,101246,20,0,0,0,1,68,12,3,5,0,0,100,100,100,1,2,3,0,300,62,73,3,0.30,0,74,84,3,0.30,0,63,75,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7202381,9058387,11446679,28878045189,28887744517,22,77,32,8,0,49,69,34,18,73,37,12,74,39,49,56,51,52,34,29,69,60,50,57,46,47,58,48,57,44,44,44,5,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101247,101247.mp4,101247b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0247,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,hrs_headMarkingStripe_02.png,None.png,Grade1-Frame.png,FFFFFF,FFFFFF,26527662085,26527924229,,,,,,,,,,,,,,,,Brown,101247,20,0,0,0,1,67,2,0,9,0,0,100,100,100,1,2,3,0,300,60,72,3,0.30,0,73,78,3,0.30,0,58,70,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7718478,9844819,11708823,26527662085,26527924229,24,80,27,5,8,60,55,24,29,85,20,0,64,32,56,51,41,52,32,30,73,51,41,52,51,51,52,44,42,46,46,48,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101248,101248.mp4,101248b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0248,hrs_bodyGreyDappled_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,70,hrs_headMarkingStripe_06.png,hrs_horseLegMarking_07.png,Grade1-Frame.png,FFFFFF,FFFFFF,28604891141,28605153285,,,,,,,,,,,,,,,,Dappled Grey,101248,20,0,0,0,1,70,13,5,17,1,0,100,100,100,1,2,3,0,300,58,71,3,0.30,0,76,82,3,0.30,0,59,70,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726670,9058386,10926549,28604891141,28605153285,27,84,23,2,0,50,67,32,28,85,22,1,64,24,45,54,44,42,25,32,68,48,56,54,53,50,54,49,56,55,55,53,10,0,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101249,101249.mp4,101249b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0249,hrs_bodyGreyDappled_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,70,hrs_headMarkingStar_05.png,hrs_horseLegMarking_04.png,Grade1-Frame.png,FFFFFF,FFFFFF,27818459141,27818721285,,,,,,,,,,,,,,,,Dappled Grey,101249,20,0,0,0,1,70,11,7,13,1,0,100,100,100,1,2,3,0,300,67,80,3,0.30,0,69,81,3,0.30,0,68,79,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984720,9844755,11180440,27818459141,27818721285,9,61,53,22,6,58,57,25,10,62,52,22,66,39,44,58,49,57,40,64,26,60,54,54,54,58,59,54,48,45,56,45,0,1,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101250,101250.mp4,101250b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0250,hrs_bodyBlack_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,66,None.png,None.png,Grade1-Frame.png,FFFFFF,FFFFFF,28602793989,28603056133,,,,,,,,,,,,,,,,Black,101250,20,0,0,0,1,66,0,0,8,0,0,100,100,100,1,2,3,0,300,64,74,3,0.30,0,79,84,3,0.30,0,62,76,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726670,9316435,11712918,28602793989,28603056133,19,74,36,11,0,45,75,38,18,72,38,13,64,38,50,49,45,50,27,27,75,59,47,57,56,49,48,56,58,58,44,53,0,5,10,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101251,101251.mp4,101251b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0251,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,hrs_headMarkingStripe_01.png,None.png,Grade1-Frame.png,FFFFFF,FFFFFF,26527662085,26527924229,,,,,,,,,,,,,,,,Brown,101251,20,0,0,0,1,67,1,0,20,1,0,100,100,100,1,2,3,0,300,57,67,3,0.30,0,71,79,3,0.30,0,57,69,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726669,9324626,11180438,26527662085,26527924229,33,91,13,0,8,60,55,24,30,88,17,0,61,23,41,38,42,42,22,30,63,42,38,48,52,45,39,46,52,46,42,47,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101252,101252.mp4,101252b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TKickback,265,25,1,OC-A1-0252,hrs_bodyGreyDappled_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,70,hrs_headMarkingStripe_05.png,hrs_horseLegMarking_07.png,Grade1-Frame.png,FFFFFF,FFFFFF,28876472325,28876734469,,,,,,,,,,,,,,,,Dappled Grey,101252,20,0,0,0,1,70,5,5,18,1,0,100,100,100,1,2,3,0,300,59,67,3,0.30,0,68,77,3,0.30,0,57,67,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7464525,9582676,11454998,28876472325,28876734469,32,90,15,0,12,65,47,19,33,91,13,0,63,32,40,45,38,46,33,33,65,38,46,40,40,48,47,47,49,45,48,46,6,1,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101253,101253.mp4,101253b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0253,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStripe_03.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,28606464005,28606726149,,,,,,,,,,,,,,,,Chestnut,101253,20,0,0,0,1,68,3,4,14,0,0,100,100,100,1,2,3,0,300,63,74,3,0.30,0,74,86,3,0.30,0,65,76,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726670,9324627,11442646,28606464005,28606726149,20,75,35,10,0,45,74,37,16,70,42,15,73,27,51,57,56,53,29,32,72,44,49,48,50,50,53,47,57,55,57,47,5,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101254,101254.mp4,101254b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0254,hrs_bodyGreyDappled_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,70,hrs_headMarkingStar_05.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,27565752325,27556577285,,,,,,,,,,,,,,,,Dappled Grey,101254,20,0,0,0,1,70,11,4,17,0,0,100,100,100,1,2,3,0,300,63,76,3,0.30,0,61,74,3,0.30,0,65,73,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7976527,9058323,11446679,27565752325,27556577285,17,71,39,13,21,76,33,9,20,75,35,10,56,25,41,50,46,44,26,59,27,51,52,39,44,48,50,47,52,40,38,44,1,1,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101255,101255.mp4,101255b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0255,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStripe_02.png,hrs_horseLegMarking_04.png,Grade1-Frame.png,FFFFFF,FFFFFF,26537623557,26537885701,,,,,,,,,,,,,,,,Chestnut,101255,20,0,0,0,1,68,2,7,25,1,0,100,100,100,1,2,3,0,300,59,70,3,0.30,0,68,77,3,0.30,0,60,71,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984719,9058387,10930582,26537623557,26537885701,28,85,22,1,12,65,47,19,26,82,25,4,69,34,38,43,48,38,23,32,60,45,50,43,48,46,48,47,42,48,43,42,5,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101256,101256.mp4,101256b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0256,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStar_02.png,hrs_horseLegMarking_02.png,Grade1-Frame.png,FFFFFF,FFFFFF,2871263237,2871525381,,,,,,,,,,,,,,,,Chestnut,101256,20,0,0,0,1,68,8,1,7,0,0,100,100,100,1,2,3,0,300,77,84,3,0.30,0,62,72,3,0.30,0,79,84,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7198288,9844691,11704856,2871263237,2871525381,0,46,73,36,23,79,29,7,0,45,75,38,76,31,44,57,47,54,71,32,35,52,44,56,53,53,44,50,47,49,48,53,10,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101257,101257.mp4,101257b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0257,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,hrs_headMarkingStar_02.png,hrs_horseLegMarking_02.png,Grade1-Frame.png,FFFFFF,FFFFFF,2870738949,2880438277,,,,,,,,,,,,,,,,Brown,101257,20,0,0,0,1,67,8,1,12,0,0,100,100,100,1,2,3,0,300,74,83,3,0.30,0,59,73,3,0.30,0,72,80,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7464528,9844691,10926615,2870738949,2880438277,0,50,67,32,24,80,28,6,6,57,58,26,74,33,56,55,41,48,64,28,37,44,49,48,44,51,55,45,55,51,51,55,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101258,101258.mp4,101258b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TKickback,265,25,1,OC-A1-0258,hrs_bodyBayBloody_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,65,hrs_headMarkingStar_01.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,28604366853,28604628997,,,,,,,,,,,,,,,,Bloody Bay,101258,20,0,0,0,1,65,6,4,12,0,0,100,100,100,1,2,3,0,300,62,73,3,0.30,0,74,84,3,0.30,0,65,72,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984717,9058387,10930710,28604366853,28604628997,22,77,32,8,0,49,69,34,21,76,33,9,72,37,45,47,60,53,30,29,64,57,53,60,59,55,52,56,46,57,57,58,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101259,101259.mp4,101259b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0259,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStar_04.png,hrs_horseLegMarking_01.png,Grade1-Frame.png,FFFFFF,FFFFFF,28887482373,28878307333,,,,,,,,,,,,,,,,Chestnut,101259,20,0,0,0,1,68,10,3,18,0,0,100,100,100,1,2,3,0,300,61,72,3,0.30,0,75,78,3,0.30,0,60,71,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7202382,9058388,11442710,28887482373,28878307333,24,80,28,6,6,58,57,25,26,82,25,4,73,34,47,51,55,51,27,25,72,51,48,41,46,41,54,47,45,42,46,44,10,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101260,101260.mp4,101260b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0260,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,hrs_headMarkingStar_01.png,hrs_horseLegMarking_07.png,Grade1-Frame.png,FFFFFF,FFFFFF,27562082309,27562344453,,,,,,,,,,,,,,,,Brown,101260,20,0,0,0,1,67,6,5,8,0,0,100,100,100,1,2,3,0,300,68,80,3,0.30,0,71,77,3,0.30,0,70,83,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984783,9062419,11442582,27562082309,27562344453,8,60,54,23,10,63,50,21,3,54,63,29,40,68,49,54,47,51,38,77,39,59,47,53,57,48,54,47,51,45,49,58,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101261,101261.mp4,101261b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0261,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,None.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,28878045189,28887744517,,,,,,,,,,,,,,,,Chestnut,101261,20,0,0,0,1,68,0,4,15,0,0,100,100,100,1,2,3,0,300,59,68,3,0.30,0,68,78,3,0.30,0,61,68,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7714382,9324628,11180437,28878045189,28887744517,30,88,17,0,11,64,49,20,29,86,19,0,62,24,38,38,42,52,31,29,72,44,38,50,48,46,43,47,44,40,49,48,10,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101262,101262.mp4,101262b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0262,hrs_bodyBay_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,64,hrs_headMarkingStar_02.png,hrs_horseLegMarking_06.png,Grade1-Frame.png,FFFFFF,FFFFFF,27816886277,27817148421,,,,,,,,,,,,,,,,Bay,101262,20,0,0,0,1,64,8,2,9,1,0,100,100,100,1,2,3,0,300,66,77,3,0.30,0,64,77,3,0.30,0,67,77,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7460430,9328660,10926486,27816886277,27817148421,14,67,45,17,15,69,43,16,13,66,46,18,68,34,45,41,49,51,37,73,25,52,41,46,54,45,41,50,48,44,53,56,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101263,101263.mp4,101263b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TKickback,265,25,1,OC-A1-0263,hrs_bodyDarkBeacon_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,69,hrs_headMarkingStripe_05.png,hrs_horseLegMarking_06.png,Grade1-Frame.png,FFFFFF,FFFFFF,28603842565,28604104709,,,,,,,,,,,,,,,,Dark Bay,101263,20,0,0,0,1,69,5,2,9,1,0,100,100,100,1,2,3,0,300,61,73,3,0.30,0,77,84,3,0.30,0,65,73,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726671,9062484,11704726,28603842565,28604104709,22,78,30,7,0,46,73,36,20,75,35,10,67,40,56,48,53,54,26,37,68,50,45,49,60,52,53,50,54,51,59,47,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101264,101264.mp4,101264b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0264,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,hrs_headMarkingStripe_02.png,hrs_horseLegMarking_01.png,Grade1-Frame.png,FFFFFF,FFFFFF,28605939717,28606201861,,,,,,,,,,,,,,,,Brown,101264,20,0,0,0,1,67,2,3,11,0,0,100,100,100,1,2,3,0,300,63,73,3,0.30,0,75,82,3,0.30,0,60,76,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7460431,9844820,11192855,28605939717,28606201861,21,76,33,9,1,51,66,32,19,74,36,11,64,32,55,50,44,60,32,28,78,60,55,60,55,51,49,51,48,59,45,48,0,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
101265,101265.mp4,101265b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,UK-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0265,hrs_bodyWhite_AM.png,hrs_hair_white_head.png,hrs_hair_white_neck.png,72,hrs_headMarkingStripe_02.png,hrs_horseLegMarking_04.png,Grade1-Frame.png,FFFFFF,FFFFFF,28602269701,28602531845,,,,,,,,,,,,,,,,White,101265,20,0,0,0,1,72,2,7,14,0,0,100,100,100,1,2,3,0,300,62,70,3,0.30,0,72,83,3,0.30,0,61,72,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984718,9058386,11446806,28602269701,28602531845,26,82,25,4,2,52,65,31,24,80,28,6,60,30,41,52,52,54,24,35,70,41,49,54,54,43,42,46,41,56,51,54,6,5,2,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
